Average: 0.051216680768157885
ID	Reference	Hypothesis	sms
113	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	best shawarma around ! 1 . totally worth your money . 2 . the owner gives pride on his work . 3 . full filling ( costco size ) 4 . combos are great ( any choice in meat ) frie / salad and a pop . everything about this place is amazing . totally recommend it to all my friends and family and no one is ever disappointed . best shawarma i have ever had in the gta	0.04794811437599697
114	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	This place is a great place to eat. The food is delicious and the portions are big. The staff is very friendly and helpful. The prices are a little on the high side but it's worth it for the quality of the food.	0.04754474900281911
115	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	Best shawarma I've ever had in a long time. The chicken is tender and juicy, the fries are great. The only reason I'm giving this place 5 stars is because of their prices.	0.04961394699110992
116	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	this place is amazing ! i have been here twice now on sunday and were satisfied with the food . the portions are big , and the taste portions are very generous . the food is amazing and the staff is very friendly . it wasn ' t that far , but i guess you will get your money ' s worth .	0.05160870926652606
117	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	The two young men working at this place on Sunday January 4th, 2015 were courteous, knowledgeable, and evidently invested in what they are doing. The food is fresh, flavourful, and the portions are huge. Customers come in regularly for takeout and everyone who has tried it raves about how amazing it is.	0.052817587105566666
118	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	Best shawarma place north of Lawrence Ave in Scarborough.  Authentic flavour great quality and value sized portions make this place a regular on our families rotation of meals.	0.03570076403051302
119	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	Super fresh food, fast service. I had the chicken shawarma and it was perfect. Also had the hummus plate for $5.95 and it was a great value for the price.   They have a huge selection of organic products, and they will charge you for it	0.03590511738056393
120	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	this place is amazing! the best shawarma i've had in a long time. the portions are huge and the quality of the meat is amazing. the portions were very filling and the value was amazing. the service was quick and the staff was very friendly and the place was very quick to make sure we were taken care of.	0.04400734263920429
121	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	this place were the two young men working there on sunday january 4th , 2015 .	0.03142635898226377
122	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	this is the best shawarma place in the area. i've been here a couple of times and it's always been great. the owner is very friendly and the food is always fresh.	0.04522645161310655
123	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	this place is amazing. the staff is very friendly and the food is delicious. i ordered the chicken shawarma and it was delicious! i also ordered a chicken wrap and a side of rice. everything was fresh and tasted great. they also have a good selection of meats and toppings.	0.02978277186020125
124	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	Great place to eat. The owner is very friendly and the food is amazing. The best I've ever had. This place is pretty good. There are no sauce on the menu. They have a wide selection of beers and food.	0.03365770253411587
125	Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.	i love this place. the food is delicious and the portions are huge. i've had the shawarma and the falafel and it's a great addition to our family's rotation of meals.	0.03414691399847002
126	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	i love this macy's!  i love the fact that they have a donut bar!  the staff is always friendly and helpful.  the store is always clean and well stocked.  i always find what i am looking for.  they have great selection of shoes and clothing.  it's a great place to stop in and get a quick look.	0.045004086693663986
127	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	i would usually never write a review on a macy ' s but i felt compelled to do so because this is far and away the best macy ' s i have ever visited . trust i have been to tons ! the salespeople there were so friendly and helpful ! they had an amazing selection . the shoe section was out of control busy but the salespeople were working their butts off to be helpful to people . i will go back here next time for sure !	0.07444880181408242
128	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	Went to the Macy's in the shopping center and it was a great experience. The staff was very friendly and helpful and the store was clean and organized. It's a great place to go if you want to have a good time. The employees are always super nice and the store is very clean. They have a great selection of coffee and other items.	0.06759640243631532
129	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	This Macy's is one of the best Macy's I've ever been to. The customer service is top notch and the staff is friendly and helpful. If you're looking for a new Macy's, this is the place for you!	0.056566205945397956
130	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	i can ' t say enough about this place . the staff is always so friendly and the store is always clean . thank you for the worst customer service . she was nice and the customer service was great .	0.06390765405293158
131	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	Macy's at the Fashion Show Mall in Las Vegas offers great customer service, a wide selection of items, and helpful staff. They also offer gift cards and free donuts from the Donut Bar for special occasions.	0.058471922167900856
132	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	im not the biggest macys fan but this one is my favorite!	0.024990660802391863
133	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	My wife and I went to this store for the first time today. The staff was super friendly and helpful! They helped me find the perfect pair of shoes that was not on sale at all. He was so easy to talk to and was very knowledgeable about how to work with your schedule.  It's always a pleasure to go to this store for sure.	0.05784502974484667
134	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	i love this store. the store is always clean and the staff is very helpful and friendly. the store has a great selection and the store itself is awesome. they have a nice selection of clothing and a great store to pick from. the store staff is always helpful and helpful. the store also has a huge selection of	0.051202618907791
135	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	i have been to tons ! the salespeople there were so friendly and helpful .	0.015484233176141653
136	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	this is the best macy's i've ever been to. the staff is very friendly and helpful. the store is clean and the prices are very reasonable. i will definitely be back.	0.03560044984597206
137	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	this is the best donuts i've ever had in my life. the staff is always friendly and helpful. they have a wide selection of stores and the prices are very reasonable. i always get a coupon for my shoes and they are always ready to help me.	0.05125413669938759
138	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	My husband and I went to buy a while for a couple of times and it was a great place to go to a place. Great customer service. I don't like this store. I have been to the stores in the store and the shops were in a very clean store. But the store is very clean and the staff is always friendly.	0.04763504295351557
139	This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.	i love macy's. the staff is always friendly and helpful. the store is always clean and the staff is always very helpful. i've been to a lot of macy's but this one is the best. i've never had a bad experience at macy's.	0.06273610623737376
140	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	this place is amazing!  the food is fresh and delicious.  the staff is very friendly and helpful.  i had the veggie wrap and it was delicious!  i will definitely be back!	0.024180829033430055
141	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	i got the pesto lasagna and i personally loved the kale cesar even more next time i will get the kale cesar all for myself ! the staff are the sweetest and the ambiance is adorable casual chic good for every occasional what a nice place !! i will definitely go back !	0.07783968220380849
142	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	This place is the best. The food is delicious, the service is great, and the staff is very friendly. The food is always fresh and delicious. It's a must try if you are in the area and just want to come back for more.	0.05323425200742428
143	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	This place is a must try! Everything I've tried has been delicious, and the staff is super friendly. The food is fresh and delicious. I will definitely be back to try more of the menu if you're in the area.	0.05438430135932477
144	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	this place is amazing . the food is delicious and the staff is always polite . i have ate here for the lunch and dinner . it makes it a nice place to go . i don ' t know if you need to have a meal .	0.04320987589858289
145	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	The food at this raw vegan restaurant is amazing, fresh and delicious. The staff are polite and professional. However, the service at one location was disappointing with a long wait time and a watered down smoothie.	0.05684145727305684
146	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	Is it normal to wait for a smoothie for over 15 minutes when there are only 2 tables filled with people in the entire place? Service was super disappointing and no apology was even given after having to have waited so long to get served for takeout. It almost felt as the priority there was given to the staff socializing amongst each other instead of putting customers first. On another note after having waited this long my smoothie was watered down and bitter...I was in a rush so I just left. Other than this the food is always great at your other locations but the attitude needs to be worked on at this specific location.	0.08643932804939636
147	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	"A great place to eat with your friends or to eat. I have tried the chicken and the chicken and the French toast (not the best) but my favorite is their ""Black & Blue"" menu. It's a wonderful place to have a little bit of a treat, but will be a regular here!!! You can't go wrong with their food!!!"	0.06279529086475798
148	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	this place is such a cute place to eat. the food is delicious and the service is incredibly quick. the staff are super nice and the ambiance is inviting. i loved the fact that the food was fresh and delicious. i had the chicken salad and it was one of the best i've ever had. i also had the	0.05559001541355306
149	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	the roll is flavourful and so is the nut pate , huge and served with a fresh salad on the side .	0.053317360797488375
150	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	this place is amazing. i've been here a few times and i've never been disappointed. the food is fresh and delicious. the staff is very friendly and helpful. i highly recommend this place.	0.028396853111796207
151	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	this place is amazing! i've been here a few times now and it's always a good experience. the food is always fresh and delicious. i love the fact that they have vegetarian options as well as vegan options. they also have a great selection of vegetarian dishes and a variety of options to choose from.	0.07687686236205507
152	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	It's a great place to go for lunch. There are the best in the area. I love this place. I was very impressed with the food and the service was excellent. The fish is fresh and delicious. I've been here twice and I am not disappointed.	0.04045061022624583
153	It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.	i love this place. the food is delicious and the service is great. i love the kale cesar and the kale salad. i've been to a lot of other places in the area but this one is the best.	0.04202798693357144
154	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	this place is a great place to hang out with friends.  the food is good and the service is good.  i love the buffalo burger and tacos on taco night.  they usually have a deal going for every week day.	0.052785120530133456
155	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	we play trivia here on tuesdays quite often . decent for that , but the food is pretty consistent as well . very good buffalo burger and tacos on taco night . they usually have a deal going for every week day . fairly decent value and pretty good staff . i know this sounds like a 3 star review , but for what this place is i have to give them the round up . you will not be disappointed if you are looking for a sports bar with good service and value .	0.06266234955336583
156	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	This place is awesome. The food is great, and the service is always good. They have a great selection of beer and wine. If you're looking for a good burger, this is the place to go. You will not be disappointed.	0.06364340203016126
157	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	It's a sports bar, but the food is fantastic. They have a wide selection of beers and all you can eat. If you're looking for a quick bite to eat, this is the place.	0.07322563957347165
158	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	this place doesn ' t be open . i can ' t say enough about this place . if you are looking for a better place , this is the place . the food was good and friendly staff . i would recommend them all .	0.04433526348561552
159	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	Harry Buffalo is a great sports bar with good food, cold beer, and friendly staff. They have a reasonably priced menu and show UFC fights. They also offer free beer to sponsored teams and have a good fish fry menu. Highly recommend!	0.06154908843673369
160	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	Can't ask for a better place. Amazing lunches, priced right and lightning fast! Be sure to check them out and they open at 11! Everybody else doesn't open until 11:30!  Highly recommend!	0.04255388640333618
161	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	The food is great and affordable. It has a great atmosphere, and I was surprised how slow it was. The staff was friendly and helpful.  Burgers were great, fries were great, but expensive for what you get	0.045376289426547346
162	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	this place is pretty good for a sports bar. the food is very reasonably priced and the service is pretty good. the bartenders are really nice and attentive. the menu is fairly priced for the amount of food you get. i had the buffalo burger and it was pretty good. i had a burger with fries and it came	0.06488609276244273
163	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	if you are looking for a sports bar with good service and value and into fried greasy deliciousness .	0.07581761543930307
164	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	this is a great place to hang out and watch a game. the food is good and the service is great. i've been here a few times and it's always been a good time.	0.0495895854673915
165	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	this is a great place to eat. the food is always good and the service is great. i've never had a bad meal here, and i have never been disappointed. it's a sports bar with a lot of tvs and sports memorabilia. they have a good selection of beer and a wide variety of beers.	0.050036215276364815
166	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	The bar is a nice place to hang out. The fish was amazing. We love the food. They are very friendly and friendly. My wife and I have been here a few times and it's always packed. This place is awesome.	0.04016281508733924
167	This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full!	i love this place. the food is great and the service is great. the food is good and the service is great. the food is good and the service is great. i would definitely recommend this place to anyone.	0.050458889380948446
168	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	this place is great!  the food is always fresh and delicious.  the staff is always friendly and the food comes out fast.  i love the sushi burritos and the poke bowls.  it's a great place to grab a quick bite to eat.	0.07569439896114923
169	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	i ordered the redondo burrito like so many other yelpers and it was fantastic . i was watching them make the burritos and they put so much in them that even though it comes out small it is very hearty meal . i also ordered a side of miso soup which had huge chunks of tofu in it . the staff was extremely friendly and my food came out fast . the price was very reasonable and there was a lot of seating both indoors and outdoors . can ' t wait to go back !	0.0741804808469611
170	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	This place is the best sushi place in the area. It's a great place to go if you're looking for a quick and tasty meal. The staff is very friendly and the food is really good. It's a small place, but it's worth the wait. They also have a huge selection of sushi and you can choose from.	0.07577337749897034
171	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	This is the best sushi burrito I've ever had. You can customize your own bowl. It's a little pricey but it's worth it. I had the salmon bowl and it was delicious. The staff was friendly and helpful as well. I will definitely be back.	0.03885306021384721
172	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	this place has such a lot of variety . the food was fantastic and the staff was extremely friendly . it ' s a bit pricey , but they have something that you can choose from them . it is a must if you are looking for a good meal .	0.054450209701758255
173	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	JaBurritos is a decent sushi burrito spot in Vegas, but it's not as good as some of the other places. The burritos are smaller and the flavors are less compelling than at other places. It's not bad, but it's not worth going out of your way for.	0.09512877264568374
174	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	"This place was ok. Coming from LA where there are tons of ""sushi burrito"" spots, I thought I'd get something a little bigger and with more flavor. It's a small meal for what you pay for. Nothing special. Might as well be called a poke place. Not worth venturing out for."	0.08319153348405602
175	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	The first time I went here was a little over-priced. I had the Mongolian beef and it was delicious. It's not that spicy, but it is not just a fresh tortilla, and it was good and fresh.  I would recommend this place to anyone who is looking for a quick bite to eat and drink and get some work done.	0.061940506637160865
176	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	this is my favorite mexican food place in the area. the food is very fresh and the staff is friendly. everything is fresh and delicious. the price is extremely reasonable for the amount of food you get. they have a large variety of options to choose from, and everything is made fresh to order. the only downside is that	0.06034342672408759
177	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	if you are in the area , you certainly can do much worse , but overall .	0.036641864472322365
178	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	this place is amazing! the food is so fresh and the staff is so friendly. i've never had a bad meal here. i highly recommend this place. it's a must try if you're in the area.	0.04053652486724939
179	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	this place is pretty good. i've been here a few times now and it's always a good experience. the food is always fresh and the service is good and they have a variety of options. they also have an option of the restaurant and you can sit at the bar and enjoy a meal. you will not be disappointed.	0.06140714502539554
180	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	It's a great place to go for lunch. I will definitely be back. I ordered the tuna roll and the rice roll was very good. Great sushi and food. If you're in the mood for this place. This place is a must try.	0.057085700760310366
181	If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach.	i love this place. the food is delicious and the service is great. i love the acapulco bowl and the acapulco bowl. i've had the yoshi burrito and i've had the yoshi bowl. i've also had the yoshi burrito and i've had the yoshi burrito and i've had the yoshi burri	0.02083713290394598
182	Taurus is a pretty good moving company.  I had tons of stuff in my apartment and they helped me get everything out in a couple of hours.  They were a big help.  It was a little annoying that they didn't answer my first online inquiry, but they ended up responding after I called and I'm happy they did.	we used taurus moving for our move from tucson to phoenix.  they were very professional, courteous, and professional.  the guys were on time, professional, and efficient.  we were able to move all of our belongings from storage to our new home in less than an hour.  i highly recommend them.	0.04252998999435841
183	Taurus is a pretty good moving company.  I had tons of stuff in my apartment and they helped me get everything out in a couple of hours.  They were a big help.  It was a little annoying that they didn't answer my first online inquiry, but they ended up responding after I called and I'm happy they did.	these guys are amazing . we needed to move quickly when i was unexpectedly put on bedrest at 6 months pregnant . my husband and i moved here about a year before and didn ' t have friends and family to help out . i purchased a groupon for taurus moving hoping to make the process simpler and could not have been happier with the result . david clearly communicated the process , any additional expenses and even tips to reduce the likelihood of overages . day of the move , they were on time , friendly and definitely hustled to get the job done as quickly as possible . i would recommend to anyone in need of moving services !	0.07732564831872801
184	Taurus is a pretty good moving company.  I had tons of stuff in my apartment and they helped me get everything out in a couple of hours.  They were a big help.  It was a little annoying that they didn't answer my first online inquiry, but they ended up responding after I called and I'm happy they did.	Had a great experience with this company. The movers were very professional and courteous. They were able to take care of the car and move quickly. The staff was very friendly and helpful. They did a great job and was able to get the job done in a timely manner. Would highly recommend!	0.04410752029510886
185	Taurus is a pretty good moving company.  I had tons of stuff in my apartment and they helped me get everything out in a couple of hours.  They were a big help.  It was a little annoying that they didn't answer my first online inquiry, but they ended up responding after I called and I'm happy they did.	First time using taurus moving company. I have used them for several years and have never had a problem with them. They were prompt, courteous and professional. I would highly recommend them to anyone who needs work done.	0.06694747438482807
186	Taurus is a pretty good moving company.  I had tons of stuff in my apartment and they helped me get everything out in a couple of hours.  They were a big help.  It was a little annoying that they didn't answer my first online inquiry, but they ended up responding after I called and I'm happy they did.	this is such a great experience . the service is great and the job are very professional . the care were very professional , courteous and service was very good . i ' ll definitely be back .	0.032420846661335524
187	Taurus is a pretty good moving company.  I had tons of stuff in my apartment and they helped me get everything out in a couple of hours.  They were a big help.  It was a little annoying that they didn't answer my first online inquiry, but they ended up responding after I called and I'm happy they did.	Taurus Moving was professional, courteous, and affordable. They moved me quickly and carefully, even from Tucson to Phoenix. I would highly recommend them to anyone looking for a reliable moving company. However, they were unreliable and overpriced when I used them, so I would not use them again.	0.05630662309460434
188	Taurus is a pretty good moving company.  I had tons of stuff in my apartment and they helped me get everything out in a couple of hours.  They were a big help.  It was a little annoying that they didn't answer my first online inquiry, but they ended up responding after I called and I'm happy they did.	These guys are amazing. We needed to move quickly when I was unexpectedly put on bedrest at 6 months pregnant. My husband and I moved here about a year before and didn't have friends and family to help out. I purchased a Groupon for Taurus Moving hoping to make the process simpler and could not have been happier with the result. David clearly communicated the process, any additional expenses and even tips to reduce the likelihood of overages. Day of the move, they were on time, friendly and definitely hustled to get the job done as quickly as possible. I would recommend to anyone in need of moving services!	0.07732564831872801
