Average: 7.14279431531998e-05
ID	Reference	Hypothesis	sms
211	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	nice small family owned cafe close to nothing bundt cakes . we ordered the gyro and chicken pita which each were $ 5 . both were very good and tasty . just enough mayo on the gyro where it complimented the taste rather than took over . this is a small cafe with around 15 tables and you walk in to a aisle leading to the counter to order your food . i liked this place and for $ 5 how can you beat the price and this is a great alternative for burgers or pizza . will definitely be back again and try other items from the menu .	7.32482620684205e-05
212	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	This place is a great place to eat. The food is very good and the service is friendly. The only thing that was bad was the chicken. It was a little on the dry side and it was not as good as the other places. They have a nice selection of wine and beer.	4.081695955427921e-05
213	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	First time here and it was a great experience. Ordered the chicken gyro, it was very tasty and fresh. The only thing I didn't like was that it was hard to chew and the fries were soggy. Will not be back.	7.168704623503114e-05
214	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	i thought the food was top notch . i ' ve been to try other items from the flavors as i was not disappointed . the service was nice and the owner was friendly . i will be returning again . i have had many places that i will do a family owned business . the food is good , but i won ' t be back .	4.87385183730053e-05
215	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	I had a bad experience at Pita Cafe, with my gyro being soggy and the lettuce being bad. The salad also wasn't fresh. However, the service was good and the prices were reasonable.	0.0001306982504097047
216	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	Nice small family owned cafe close to  Nothing Bundt Cakes. We ordered the Gyro and Chicken Pita which each were $5. Both were very good and tasty. Just enough mayo on the gyro where it complimented the taste rather than took over. This is a small cafe with around 15 tables and you walk in to a aisle leading to the counter to order your food. I liked this place and for $5 how can you beat the price and this is a great alternative for burgers or pizza. Will definitely be back again and try other items from the menu.	6.22986462577911e-05
217	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	Good food and fast service. I had the gyro with the meat sauce and was not disappointed. I'm not a big fan of chicken but it was a delicious treat. Staff was friendly, but they need to add a bit more to the Greek dressing and it's a treat to be healthy. Love the taste of their chicken!	6.071278184684013e-05
218	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	this place is a really cool little place to grab a quick bite to eat. the staff is very friendly and the food is really good. i got the gyro and it was really good. the gyro meat was a little dry, but the meat was really good and the veggies were fresh. i also got the greek salad	0.00010719657575288787
219	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	i had the chicken shawarma and the chicken was very delicious as the sauce and was the sauce .	3.4094593320673603e-06
220	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	this is a great place to grab a quick bite to eat. the staff is friendly and the food is delicious. i had the chicken shawarma and it was very good. i will definitely be back.	2.61312745904552e-05
221	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	this place is great. i ordered the chicken shawarma and it was delicious. the service was good and the food was fresh and tasty. they also have a good selection of vegetarian options and they are all fresh. if you're looking for a place to eat, i would definitely come back.	6.502067612326465e-05
222	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	The delivery was very friendly and the staff was very friendly and attentive. There's plenty of other pizzas, but I've been to. It's a little pricey but worth it. And you can eat the meal with a chicken and wings. The food is delicious and the food is always fresh. I love this place.	2.9511745048013365e-05
223	Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business.	i love pita cafe. the food is delicious and the service is great. i've had the gyro and the gyro meat and the gyro meat is fresh. the gyro meat is a bit dry, but it's still good. i'll definitely be back.	4.4654145280269765e-05
224	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	this is a great place for a date night.  the food is good and the service is great.   the food is always fresh and delicious.  the atmosphere is great and the staff is always friendly.	0.00013130179272304013
225	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	not sure why , but i ' ve always viewed this establishment as the next option if teroni ' s was too busy . however , having tried it for the first time last week , mercatto ' s is certainly a worthy first option if your looking for casual italian food . service was excellent , decor was beautiful and a great selection of dishes on the menu , something for everyone . must try the iced cuppiccino , could be the be the best in the city .	0.00028007815846145306
226	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	This is the best pizza place in town. The service is always good, and the food is delicious. The atmosphere is very nice and it's a great place to go with a group of friends. They have a good selection of beer and wine. The prices are also very reasonable for the quality of the food.	0.00023463418642931603
227	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	This place is the best Italian food I've ever had in my life. Service is friendly and attentive. However, the food is not as good as it gets. If you are looking for a real Italian restaurant, this is the place.	0.00010940136256815934
228	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	i always find good food here , but not sure if its good quality italian food . the atmosphere is always busy , but the food is perfect . i can ' t stop by the pizza . it ' s a great little restaurant . if you have a dinner for lunch or having a few dish to try this establishment .	0.00014495551270215875
229	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	Mercatto is a great Italian restaurant with delicious food, excellent service, and reasonable prices. The iced cuppiccino is a must-try!	0.0003183201116567888
230	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	the mercatto chain is always consistant!!! good food for a reasoable price... much prefer it over terroni... less attitude and more willingness to please... had the magheritta pizza, scallops, clams and fritto misto.... all in for less than $70!!!	0.00016276056524893362
231	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	A good place to eat at night. If you love Italian food, I'm not sure why the restaurant is a bit less busy. The service was great but very slow and when we asked for a refill, she didn't even notice that it was a bad day. Friendly service & good wine list	0.000266730977774982
232	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	i really like this place. the food is not the best, but the service is excellent. i would not recommend this place to anyone looking for a nice italian restaurant in the area. the meatballs are not the best i've had in a long time. the pasta was not as good as it used to be. the spaghetti was	0.00010119139660164955
233	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	service was excellent , decor was beautiful and a great selection of dishes on the menu .	0.00028727207484653894
234	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	this is a great place for a date night. the food is great and the service is great. i've never had a bad meal here. i've never had a bad meal here. i've never had a bad meal here. i've never had a bad meal here. i've never had a bad meal here. i've never had a bad meal here. i've never had a bad meal here. i've never had a bad meal here. i've never had a bad meal here.	2.5619056925431918e-05
235	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	this is a great place to go for italian food. the service is great and the food is good. i've been to many other italian restaurants in toronto, but this place is not the best. it's a little pricey for what you get, and it is worth the wait.	0.00011772409793491782
236	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	So happy I could give a # star for the pasta with the cheese. They have a great selection of tap and the portions are great. Love the italian italian food. But this place is awesome. I've been here for years and it's really good. Service is excellent.	7.489367275949406e-05
237	Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service.	mercatto's is a great place to get a quick bite to eat. the food is delicious and the service is friendly. i've had the magheritta pizza and the iced cuppiccino and it's the best i've had in a long time.	0.0001431163793633527
238	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	this place is a hidden gem!  the sandwiches are delicious and the staff is friendly and helpful.  i had the sicilian and it was fantastic!  great meats  great toasted bread  great cheese and great dressing  wish i had found this place sooner  i will be back to try their pizza which is only served at dinner. notable: the offer beer just fell into this place today and wow what a gem	0.00019305728242311306
239	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	awesome sandwiches best bread , had the pastrami sandwich and it was a great experience with the homemade bread , pastrami meat and the condiments included , would not change a thing . did i mention the bread ? it is toasted and has a great taste and firm consistency . the restaurant is an older quaint building which is nice and fun . better one of the best sandwiches in town .	0.00016895264234822034
240	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	The food is great and the staff is very friendly. The sandwiches are good, but the bread is a little hard to get in and out of the oven. It's a great place to go if you're in the area.	0.00017111677022849456
241	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	This place is awesome. It's a little pricey, but worth the money. The staff is friendly and helpful as well. I had the Philly cheesesteak, it was delicious. I will definitely be back!	4.397681680063805e-05
242	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	this place is a family friendly place . i have been going to this place since it ' s been in a while . there are some of the best bread in the valley . i wish they could be served by the whole bread that i ' ve had in a sandwich . it is a must try if you want to feel like what you want . they give you a great taste of the all you won ' t regret it .	6.658526289776302e-05
243	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	McGurkee's is a family-run sandwich shop in Phoenix that offers delicious Italian subs and other sandwiches. The sesame bread is toasted and has a great taste and firm consistency. The staff is friendly and the atmosphere is reminiscent of an old town go-to. Highly recommended for anyone looking for a great sandwich.	0.0003226044878611811
244	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	just fell into this place today and WOW what a gem  GREAT sandwiches  I had the super sicilian and it was fantastic!  great meats  great toasted bread  great cheese and great dressing  wish I had found this place sooner  I will be back to try their pizza which is only served at dinner.  friendly staff and great service   one of only a few great sandwich shops I have found in Phoenix    a MUST TRY!	0.00023279381764046918
245	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	The sandwiches here are HUGE, I had the roast beef sandwich. Yum. Best part is that it was a salad and it was a great size for me and I'm not a fan of the cheese on the sandwich.  Other than that, this place is a great addition to their menu.	5.3551563200981094e-05
246	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	one of the best sandwiches i have had in a long time. the sandwiches are great and the bread is the best i've ever had. the service is great and staff is nice and friendly. the place is small, but the staff is friendly and helpful. i highly recommend this place to anyone who is looking for a great	0.00015864731238773017
247	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	this place , and i figured it was time for a good sammie .	9.67096562922368e-05
248	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	i've been going to mcgurkee's since i was a kid. i've never had a bad sandwich here. the staff is always friendly and the food is always good. i've never had a bad sandwich here. the staff is always friendly and the food is always good. i've never had a bad sandwich here. the staff is always friendly and the food is always good. i've never had a bad sandwich here. the staff is always friendly and the food is always good.	7.668369182681868e-05
249	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	this place is great! the food is delicious and the staff is very friendly. i've never had a bad meal here, but i have never been disappointed. the service is quick and friendly, and they have a good selection of sandwiches. if you are looking for a quick bite to eat, this is the place to go.	9.194121849663934e-05
250	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	So if you're looking for a good italian place to go to for a slice of town. The food is great. I love this place. It's really great, but it's not the best. The employees are super friendly and helpful. I had the turkey sandwich with my boyfriend and I got the sandwich with bacon.	7.453050712093972e-05
251	The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here!	i love this place. the food is great and the service is great. i've been going here for a few years now and have never had a bad experience.	5.4205759643903384e-05
252	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	this place is a hidden gem!  the food is delicious and the service is great.  the staff is very friendly and helpful.  i had the alligator bites and the hush puppies and they were both delicious.  we will definitely be back!	1.7858191484828703e-05
253	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	amazing food and great service ! the hospitality was out of this world . will definitely be back soon . the wait was less than 5 minutes at 7pm on a friday night , amazing !! the staff was very kind and the waitresses were very attentive and helpful . we tried the frog legs , catfish , alligator bites , crab legs , gumbo and of course the hush puppies ! everything was outstanding . what a hidden gem !	1.668789693645738e-05
254	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	This is a great place to eat. The food was delicious and the staff was very attentive. The catfish was tender and tasty. The hush puppies were amazing. The Mac and cheese was very good. They have a great beer selection as well.	2.2632144581207117e-05
255	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	This place is awesome! The food was great, the service was great. We had the catfish po'boy and it was delicious. The only reason I didn't give 5 stars is because of the fact that they don't deliver.	3.008052703752552e-05
256	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	this place is awesome . i ' ve every time here and the food was great . the staff was very friendly and the service was very kind . i would recommend try this location . the food is good and the salad bar is perfect . the only thing i can say is that it ' s well worth the price . i will definitely be back .	2.2473566168594395e-05
257	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	This place has amazing food, great service, and a nice salad bar. The saltwater catfish, collard greens, hush puppies with honey butter, and gator bites are all delicious. Highly recommend!	1.5038836378283324e-05
258	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	The fresh water catfish is probably the best I've every had. The service was outstanding. I would recommend this little secret to everyone.	3.7371114069189084e-05
259	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	I love the food but it's so good. The fish and chips were delicious with the right amount of spice. Service was great too!  What more can you ask for? And the food is so good, I will be back for sure!	1.9995667628456782e-05
260	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	i loved this place. the decor is great and the service is great. the food is amazing. i had the fish and chips and they were delicious. i got the crab legs which were amazing and the crab was cooked perfectly with the perfect amount of heat. the fish was cooked to perfection and the greens were the perfect	3.129685123872537e-05
261	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	the hush puppies with honey butter was delicious .	8.644704561632326e-06
262	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	this place is amazing! the food is amazing and the service is great. i've been here a few times and it's always been great. i've never had a bad meal here.	8.489442369986865e-06
263	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	this is the best seafood place i've ever been to. the shrimp and grits are amazing and the blackened catfish is so good. i love the hush puppies. they have a great selection of seafood and seafood options to choose from. if you're looking for seafood, this place is a must try!	1.6418837394470786e-05
264	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	They have the best I've ever had. I had the chicken fried rice and it was delicious. It's just a nice little place to go to date. The first time here. This place is very friendly and the food is always delicious. There are not much that the staff is always friendly and helpful.	2.1674457420470438e-05
265	Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too.	i love this place the food is amazing the hush puppies with that honey butter are awesome the french fries the gumbo what else is good there the all you can eat fried catfish which is probably the best i've ever had. my sister had the all you can eat fried catfish that was also perfect and plentiful. my sister had the all you can eat fried catfish that also was excellent.	4.144747783477251e-05
266	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	we love this place!  the food is always fresh and delicious.  the owners are very friendly and the staff is very helpful.  we have been coming here for years and have never had a bad meal.  it's a hidden gem in the shea area.	1.792165894163983e-05
267	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	you need to come here for the food alone . it is so amazing ! we ordered pizza , pasta , and salad and everything was perfect . the pizza was better than the ones i had in new york !!! it ' s a nice little family owned restaurant and the outside seating is beautiful . i would definitely recommend this place . amazing food !!	7.58804856118421e-05
268	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	This place is a great place to go if you are in the mood for some delicious food and drinks. The staff is very friendly and the restaurant is clean. The food is always fresh and tasty. It's a little pricey for what you get, but it's worth it. They also have a great selection of pasta and pasta dishes that are made to order.	7.671697377383689e-05
269	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	The food here is delicious! We ordered the eggplant parm and it was delicious. Our server was very attentive and made sure we were taken care of. We will be back for sure!	2.8035005905624448e-05
270	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	this place is very good and the food was perfect . pizza is amazing and the pizza was really good . it was a nice little family owned restaurant . the owners and owners are really friendly . i would definitely recommend this place to anyone .	5.313679792591596e-05
271	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	Basil & Garlic Bistro is a great Italian restaurant with delicious food, friendly owners, and reasonable prices. The pizza and pasta dishes are especially good, as well as the homemade Tiramisu. It's a great place to go for dinner with family or friends.	7.750722586077128e-05
272	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	You need to come here for the food alone. It is so amazing! We ordered pizza, pasta, and salad and everything was perfect. The pizza was BETTER than the ones I had in New York!!! It's a nice little family owned restaurant and the outside seating is beautiful. I would definitely recommend this place. Amazing food!!	7.445087144862304e-05
273	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	My wife and I ate here again after a long day of work. We had the chicken caprese salad, grilled zucchini and the Italian beef with two types of pasta. Everything was delicious and their service was great! They have a great happy hour special for $5.50. It's a great deal!	3.142839402831354e-05
274	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	this is one of my favorite italian restaurants in the area. the food is always outstanding and the price is very reasonable. the pasta dishes are fantastic and the pasta is always fresh. i loved the homemade pasta and the garlic knots are a little on the small side but everything else is worth it. the place is small	6.920939705299082e-05
275	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	i look forward to trying their homemade tiramisu and the rest of the items on their menu .	4.676618001624929e-05
276	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	this place is amazing. the food is delicious and the service is great. the owners are very friendly and the food is always fresh and delicious. i highly recommend this place. i will definitely be back.	2.4347713258361606e-05
277	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	this place is amazing! i've been here a few times and have never had a bad experience. the food is always fresh and the service is great. i love the fact that they are open 24 hours, so i can't wait to go back.	2.711328531374247e-05
278	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	They have a nice selection of beers, and it's not worth it. My favorite place to go for the day. We will definitely be back. The pizza is excellent. And the wings are really good. And I wouldn't recommend this place.	2.4385311877357518e-05
279	This is a really good Italian restaurant.  They have some delicious pizza!  It just has a unique flavor that you can't get anywhere else!  They also have delectable pasta and salad to eat.  I definitely will be coming back for more!	i love this place. the food is delicious and the service is great. i love the atmosphere and the atmosphere. the owners are very friendly and the food is delicious. i will definitely be back.	1.8959287726167516e-05
280	Not a great experience here. Felt like I was back in high school being bullied. Real pushy and they get rude if you don't do what they say or listen to what they say. Definitely try to take advantage of women which is shameful behavior. Really suspicious behavior. I'm sure others might have had good experiences, but I did not. Felt like I was in the middle of a scam attempt.	i have been looking for a new nissan juke for over a year and i have been to several dealerships in the area and this is the only one i have ever dealt with that has been able to help me find the right car.  the sales manager john breeser is the best!  he is very knowledgeable and professional.  he has been working with me for over two years and has always been very helpful and friendly.  i highly recommend him.	2.622216866745914e-05
281	Not a great experience here. Felt like I was back in high school being bullied. Real pushy and they get rude if you don't do what they say or listen to what they say. Definitely try to take advantage of women which is shameful behavior. Really suspicious behavior. I'm sure others might have had good experiences, but I did not. Felt like I was in the middle of a scam attempt.	this was by far the best experience my husband and i have ever had . we shopped around for months . we called and spoke with adam over the phone and negotiated the trade - in / new car pricing . we drove three hours away to work with this dealership . everything we discussed over the phone and text was exactly the same when we came into the dealership . when we arrived to the dealership , we dealt with rick melara and he was beyond helpful and very pleasant to work with . these guys were knowledgable , friendly and most importantly ... honest !! they have our future business !	4.53644403083751e-05
282	Not a great experience here. Felt like I was back in high school being bullied. Real pushy and they get rude if you don't do what they say or listen to what they say. Definitely try to take advantage of women which is shameful behavior. Really suspicious behavior. I'm sure others might have had good experiences, but I did not. Felt like I was in the middle of a scam attempt.	This place is great to have a new car in the area. John and his crew are very friendly and professional. John and his team are always on time and provide excellent customer service. They are very honest and do a great job. The pricing is competitive and the quality of the work is outstanding. This dealership is a pleasure to work with and they are able to get you in and out quickly. Give them a try, you won't be disappointed!	4.7551909049658315e-05
