,reference,hypothesis,chrF_score
407,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","oh my glob . this is the burger of toronto . it ' s delicious and juicy and fresh , the fries are great , the staff are friendly and don ' t try to upsell you . they just recommend the house favourite , the basic "" holy chuck "" burger , because it is just de - lish . we went today for the boyfriends birthday , and he got the holy chuck . i wanted to try something new and got the misunderstood breed . while it was good and interesting , i still recommend the holy chuck more . the bacon patty overpowered the freshness of the beef patty so it wasn ' t as enjoyable .
",0.2255410624265732
408,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","It's a great place to go. The food is delicious and the service is great. It's not the best, but it's worth the wait. The only downside is that they don't have the menu, so you can't go wrong with anything on the menu. If you're looking for a good burger, this is the place to be. They have a great selection of beer and wine.
",0.30796265878383505
409,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","These guys are awesome. I had the truffle fries and it was delicious. If you're looking for a quick bite, this is the place to go. The only downside is that it doesn't take long.
",0.17076453251978213
410,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","best burger i have ever had in my life . the burgers are delicious and the staff is always friendly . i haven ' t had it yet , but i can ' t wait to go back and try something new .
",0.19424369957147372
411,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","Holy Chuck is amazing, fries are not worth it, and the staff are friendly.
",0.08284950454521409
412,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","This burger was AMAZING! I haven't tasted meat this good before. The fries aren't really worth it, but I had the holy chuck and was astounded. Super nice staff too.
",0.1508795812346506
413,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","Some of the best burger I've ever had. The burger is fresh, juicy and delicious. Service was good, and it's not a chain place to get away from the strip. It's a little pricey but what do you expect from an ice cream place
",0.2199481104465649
414,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","this place has the best burger i have ever had in a long time. i had the classic burger with fries and it was fun and tasty. the fries were unique and the fries had a nice kick to it. the fries are also a nice touch. the burger was decent and the service was great. the staff was
",0.22748030142539183
415,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","the fries are great and not really worth it , i had the holy chuck and was astounded .
",0.07432236599144618
416,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","this is the best burger i've ever had. i've been to a lot of burger places and this one is the best. i've been to a lot of burger places and this one is the best. i've been to a lot of burger places and this one is the best. i've been to a lot of burger places and this one is the best. i've been to a lot of burger places and this one is the best. i've been to a lot of burger places and this one is the best.
",0.21202349796763362
417,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","this is a great place to go for a quick bite to eat. the staff is friendly and the food is delicious. i've been to a lot of burger joints in the area and this one is one of the best burgers i have had in a long time. it's a bit pricey for what you get but it is worth the wait.
",0.26169026723385796
418,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","It's a bit pricey but it's worth it. The best donuts I've ever had. The <unk> was so good. The drinks are good and the service is good. I wouldn't come back. It's a good place to go for a quick bite.
",0.16790114387162747
419,"This is without a doubt the best burger in Toronto. No one even comes close to having what they have. They have a variety of options to choose from on burgers and have an amazing selection of milkshakes. The Nutella milkshake is an absolute must for any first time visitor here.
","i love this place. the burgers are good, the fries are good, and the staff is friendly. the burgers are a bit pricey, but it's worth it.
",0.14073411820279635
420,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","this place is great!  the food is delicious and the bread is fresh and delicious.  the staff is very friendly and helpful.  i had the spicy chicken sandwich and the kafta-kebab sandwich and it was absolutely stellar, good bread and nice, spicy meat.   i will definitely be back!
",0.24972455555491863
421,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","walked into this place and was greeted with a smile . the owner was very friendly . i ordered a spicy chicken sandwich and was not disappointed . the bread was fluffy and fresh and the sandwich was loaded with chicken . i will definitely be coming back here to try the filet mignon sandwich as well . for $ 6 . 50 the sandwich is a great deal . the combination of freshly grilled meat with fresh veggies make this sandwich mouth watering . i can ' t wait to get my next sandwich .
",0.2784195974597715
422,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","Just went there for the first time and it was a great experience. The staff was very friendly and the food was fresh and delicious. The chicken sandwich was good and the bread was fresh. The only complaint is that the place is not very clean, but it's nice to have a good place to eat with friends and family.
",0.32841033533590996
423,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","This place is the best sandwich I've ever had in my life. The chicken was moist and delicious. The only thing I didn't like was the chicken sandwich, but it was a bit dry, but I think it's worth it. I'll be back for more.
",0.20605645944640888
424,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","the best chicken sandwich i ' ve had in my opinion . it has one last person i wasn ' t impressed with the quality of meat . it was ok . if you ' re in the area , i can ' t wait to try it again .
",0.18366851626036057
425,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","Great service, great bread, lamb was a bit fatty.
",0.09971738055940013
426,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","Walked into this place and was greeted with a smile.  The owner was very friendly. I ordered a spicy chicken sandwich and was not disappointed. The bread was fluffy and fresh and the sandwich was loaded with chicken. I will definitely be coming back here to try the filet mignon sandwich as well. For $6.50 the sandwich is a great deal. The combination of freshly grilled meat with fresh veggies make this sandwich mouth watering. I can't wait to get my next sandwich.
",0.2807620719800535
427,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","The food is very good, but I had to ask for it. Got a side of roasted potatoes and it was the best part of the meal. Also, it was a huge portion and it wasn't too saucy, it was just a bit too much meat. I'm not a big eater and I don't know how to do it right.  Definitely will be returning!
",0.2732725959002404
428,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","this was my first time here and i will definitely be back. the service was very friendly and the owner was very friendly. i had the chicken sandwich and it was very fresh and flavorful. the salad was fresh and the bread was warm and warm. the chicken salad was very good and the chicken was tender. the chicken
",0.21592644325954174
429,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","i will definitely be coming back here to try the filet mignon sandwich as well .
",0.11906505086197186
430,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","this is the best chicken sandwich i've ever had. i've been to a lot of chicken restaurants and this is the best. i've been to a lot of chicken restaurants and this is the best. i've been to a lot of chicken restaurants and this is the best. i've been to a lot of chicken restaurants and this is the best. i've been to a lot of chicken restaurants and this is the best. i've been to a lot of chicken restaurants and this is the best.
",0.1811960659887643
431,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","this is a very nice place to eat. the food is very good and the service is good. i've been here a few times and i have never had a bad experience. it's a little pricey for what you get but it is worth the wait. if you're in the area, i would recommend this place.
",0.2780147419278294
432,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","I love this place. It's good but the quality is not the greatest. The chicken sandwich was pretty good. My husband and I went here for lunch and dinner was a few months ago. It's a place to get a breakfast sandwich and eggs. The place is pretty clean and the service is very friendly.
",0.26728486976032895
433,"The food is amazing, workers are some of the friendliest I've experienced and seemed happy to see me. If I had to leave a complaint it would be that the lamb wasn't the greatest and even a bit fatty. Definitely the place to go if you're looking for a great atmosphere as well as a great sandwich or kebab.
","i love this place. the food is delicious and the service is great. the owner is very friendly and the food is delicious. i will definitely be back. if you're in the area, it's a great place to grab a quick bite to eat.
",0.2679240574377538
434,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","this place is great!  the food is always fresh and delicious.  the staff is always friendly and helpful.  i've been coming here for years and have never had a bad experience.  it's a great place to grab a quick bite to eat.
",0.19185399726431182
435,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","initially went to chinatown to eat beef brisket noodle soup at kings noodle but they were closed on wednesdays . walked down dundas and found this spot , decided to try it and as really surprised . the noodles were tasted good , much more generous portions compared to kings noodle and they were the same price . would recommend this place !
",0.23020328954174443
436,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","This place is a great place to go if you're in the area. The food is good and the service is great. They have a very nice selection of food and drinks. It's a little pricey for what you get but it's worth the price.
",0.24508361705922135
437,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","If you're looking for authentic Chinese food, this is the place to go with friends. The food is great and the portions are generous. If you haven't tried it yet, you'll be disappointed.
",0.1629051141204626
438,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","this place is an awesome place to eat at . i went every weekend and i went to check it out . the food was good , but nothing great . wasn ' t super friendly . i would recommend this place to anyone if you are in the area . i have never had decent chinese food , but as other chinese places i ' ve ever walked in . the selection of taste noodles and the noodles were good . i won ' t order anything on the menu , but it ' s open late .
",0.26577121667490256
439,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","This is a great spot for Chinatown area with good service, delicious food, and reasonable prices. The noodles are especially tasty and the portions are generous. Highly recommend!
",0.19803560008676718
440,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","Initially went to Chinatown to eat beef brisket noodle soup at Kings Noodle but they were closed on Wednesdays. Walked down Dundas and found this spot, decided to try it and as really surprised. The noodles were tasted good, much more generous portions compared to Kings Noodle and they were the same price. Would recommend this place!
",0.23428859361147408
441,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","New York style restaurant in the city. I had their signature beef noodle soup, it was a little too salty for me and the portions are big and the prices are reasonable. it's a good place to go to avoid the crowds and crowds
",0.21373172064509305
442,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","this is a nice place to go for authentic chinese food. the portions are big and the price is good. the service is always friendly and the prices are good. i would recommend this place if you are looking for some authentic chinese food for a good price. the noodles are a little too salty for me but the
",0.2595802269056842
443,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","the noodles were good and firm and the wontons were 100 % shrimp which was good , good and tasted good .
",0.10392901070962532
444,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","this is a great place to grab a quick lunch. the food is always fresh and the portions are huge. the staff is friendly and the prices are reasonable. i've been here a couple of times and i've never had a bad meal.
",0.17785810971489882
445,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","i've been to this place several times and i have never had a bad experience. the food is always good and the service is good. i love the fact that they are open late, so if you're looking for a quick lunch or dinner, this is the place to go.
",0.2321799339685654
446,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","It's delicious. A bit pricey for the service. Not sure if you're in for the food. I've been to several times and I love this place. The price is reasonable, but I've been here for years. Very good and friendly.
",0.20651938653012525
447,"Service can be a little slow here. The noodles are really good. I think it's a bit expensive though for what you get. There are other places that are cheaper but I don't know how they taste, so I can only comment on here. It's definitely worth checking out though. I had to wait a bit for my food but still pretty good experience.
","i love this place. the food is good and the prices are reasonable. i've had the beef brisket noodle and the beef brisket noodle. the noodles are good and the portions are generous.
",0.18225063299494043
448,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","this is my favorite mexican restaurant in tucson.  the food is always good and the service is always great.  i love the chips and salsa and the fajitas.  we love the margaritas and the food.  it's a great place to go for a family dinner.
",0.2435721183756988
449,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","nandos is a nice place to go for a meal . the service was excellent . the portions were large . the fajitas my wife had were excellent . the mexican pizza was very good . the chips and salsa were great . my meal was good not great . the rice was very average . the cheese on my meal was more of a colby jack as opposed to a nice white mexican cheese . the atmosphere was very pleasant and the place was hopping on a friday night . i would go back .
",0.2519487739029806
450,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","The atmosphere is warm and inviting but the food is lackluster. The fish tacos are to die for. Bland and greasy. The fish tacos were the best part of the meal. The rice and beans were good but not great. This is a place to go to for authentic Mexican food.
",0.2825593736948061
451,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","The food here is very good. The service is great and the food is delicious. We had chicken enchiladas, chips and salsa. It was delicious. I will definitely be back.
",0.2251218354490619
452,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","this is one of our favorite restaurants in town . the food is very good and the atmosphere is warm . i always get a good thing about this place . there ' s no complaints . we will be back to try a few other places to go .
",0.21405724148599944
453,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","Nandos is a great place for Mexican food with friendly staff and good atmosphere. The food is usually hot, fresh and tasty, but El Palacios has been having parking issues lately. The tilapia fish tacos at this restaurant were not very good.
",0.27501597458904276
454,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","Nandos is a nice place to go for a meal. The service was excellent. The portions were large. The fajitas my wife had were excellent. The Mexican pizza was very good. The chips and salsa were great. My meal was good not great. The rice was very average. The cheese on my meal was more of a Colby jack as opposed to a nice white Mexican cheese. The atmosphere was very pleasant and the place was hopping on a Friday night. I would go back.
",0.2607024213099264
455,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","The food is great! Service was a little slow. We had the fajitas and they were delicious. I'm not a fan of this place.  But the chips and salsa are always fresh, but really not worth it. Simple but still good.
",0.23332695921030466
456,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","this is one of my favorite places for mexican food. the atmosphere is great, the staff is very friendly and the food is pretty good. i love the chips and salsa bar. the chips are pretty good and the salsa is warm and fresh. the salsa bar is also very good. the only thing i would change is the
",0.24196134787543985
457,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","the food is not the best , lackluster and always hot .
",0.09236069027454359
458,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","this is a great mexican restaurant. the food is always good and the service is great. i've been coming here since i was a kid and i've never had a bad meal.
",0.24195399874957324
459,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","this is a great place to go for a quick bite to eat. the margaritas are good and the service is always good. i've been here a few times and have never had a bad experience. they have a good selection of mexican food and their prices are very reasonable. if you're in the mood for authentic mexican cuisine, you should check this place out.
",0.2163572741636498
460,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","The service is great. This place is the best. The food was good and the food was excellent. I love the atmosphere and the atmosphere is very friendly. It's a small place to go for lunch.
",0.2543424488948464
461,"Pretty standard Mexican joint. Good service but parking can be difficult. Chips and Salsa were both great. Warm atmosphere as well.
","nandos is a great place to go for a meal. the food is always hot, fresh & delicious. big portions. we love the chips and salsa. atmosphere is great. the food isn't the best, but pretty standard for a mexican restaurant. the food isn't the best, but pretty standard for a mexican restaurant. the food isn't the best, but pretty standard for a mex
",0.27848339342367096
462,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","this place is a great place to go for drinks and food.  the food is good but the service is slow.  we were a group of 6 people and out of all the cocktails/wines that we ordered, the biggest serving was of ""yacht club"" cocktail.  the food is pretty good including the calamari and the meat ball app.  late night went for apps.
",0.30935593593429805
463,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","a regular here for drinks and small bites . it ' s always packed here so it has great energy . the food is pretty good including the calamari and the meat ball app . the burgers are also very good !
",0.2623131459145776
464,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","The food is great but the service is not that good. The server was very nice and attentive. They have a lot of choices for drinks and appetizers. However, the food was good. The service was prompt and friendly. It's a great place to eat.
",0.3382011787437659
465,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","Food was great and the service was very friendly. I had the lamb chops and it was delicious. I would highly recommend this place for anyone looking for a great meal.
",0.2114228899317015
466,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","i went to this establishment visit this restaurant . the food is very fun and the meat is very good . it has a regular bar , but it ' s always packed . i ordered the hot wings and it was excellent . the service is friendly and overall , great atmosphere and the ambience is great . there are more choices that you did not care for a lot of all people that would be a lot better than what you want to come here .
",0.3594310055267643
467,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","This restaurant has a great atmosphere, helpful staff, and good food. The cocktails are generous in quantity and the ""Yacht Club"" is a great value for money. The Calamari and Meat Ball apps are recommended.
",0.28999676650813405
468,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","A regular here for drinks and small bites. It's always packed here so it has great energy. The food is pretty good including the calamari and the meat ball app. The burgers are also very good!
",0.27183596320486286
469,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","Fun atmosphere and great food. The service was great, friendly and attentive. I would have given 5 stars but the waiter was a total douche. He has a very fun personality and makes you feel like you are at a club in the middle of the day.
",0.29640316165005687
470,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","i love this place! the food is great and the drinks are very good. i love the fact they have a great happy hour menu and the crowd is fun and fun. the service is always fast and friendly. the place is very small but the crowd makes it a fun place to hang out with friends and have
",0.3365420249662144
471,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","employees , and quality of the food is all above par and worthy of your visitation .
",0.1480171412077614
472,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","this is a great place for a date night. the food is great and the service is great. the only thing i would change is the music. it's a little loud.
",0.23949602170040174
473,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","this is a great place to hang out with friends and family. the food is good and the service is great. i've been here a few times and have never had a bad experience. it's a good place for a date night or a quick meal with a group of friends.
",0.2945703988327199
474,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","I have been here for years and it's so great. The food is good and the food is great. There is a lot of fun places in the area. The service was good.
",0.2942958605078723
475,"Great place with overall great vibe and atmosphere. The menu is also great. There is lots of fun to be had here and always busy. The employees are nice and friendly and the food is really nice, as is the drinks. You gotta try the cocktails.
","i love this place. the food is good and the service is great. i've had the calamari and the meatball app. the burgers are also very good. i've had the calamari and the meatball app. i've had the calamari and the meatball app. both were good.
",0.26486399484898127
476,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","this is my favorite mexican restaurant in tampa.  the food is always good and the service is great.  i love the margaritas and the food.  it's a great place to get a drink and relax.  they have a great selection of margarita options and the staff is always friendly.   i've been here a few times and the prices are very reasonable.  if you're looking for a good time, this is the place.
",0.3061744271990003
477,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","what a find ! can ' t think of anything to improve about this place . the decor is festive , the service is friendly and very attentive , but best of all is the food . the food is fantastic ! this is our third visit and the food continues to amaze . the best mexican food we have had . all this located in a small strip mall located on carefree highway just off of i - 17 . i can ' t recommend this place enough .
",0.2810579185962626
478,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","This is the best Mexican restaurant in town. The food is excellent, the service is great and the margaritas are delicious. The staff is very friendly and attentive.
",0.20864198527967606
479,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","This is the best Mexican food I've ever had. The service is great and the food is delicious. I highly recommend this place.
",0.17749212672574982
480,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","this is by far my favorite mexican restaurant around town . the food is good , wait staff was very happy and tables . the margaritas are made with a pleasant happy hour . i ' ve always had something about this place and i highly recommend this place to anyone .
",0.23109029277148663
481,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","Plaza Bonita is a great Mexican restaurant with festive decor, friendly and attentive service, and delicious food. The prices are reasonable and the margaritas are great. The staff treats you like family and the service is efficient.
",0.24888194718245849
482,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","Good was very good, excellent fast service and the margaritas are great.  Had the chef salad, healthy option and my husband had the beef fajitas which were very good.
",0.17806718525526333
483,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","Solid place to eat. The atmosphere is great and the food is excellent. My husband had a burrito and it was a great meal, but can't bring myself to try anything else on the menu!
",0.20523561128027767
484,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","the food was delicious and the service was excellent. the place was very clean and the food came out really fast. the food is very good and the prices are very reasonable. the drinks are a bit on the expensive side but the food and drinks are well worth the price. the bar area is also very cute and
",0.26407733910868225
485,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","possibly the most efficient service that i have ever had in a mexican and in a mexican restaurant .
",0.1079885477824538
486,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","this place is amazing. the food is delicious and the service is great. i've been coming here for years and i've never had a bad meal. i highly recommend this place.
",0.21968765200167262
487,"This place is warm and friendly. Makes you feel like you're actually wanted there in the first place. Quick, friendly service and food is also really good. It's not the easiest place to find and looks pretty small, but once you're inside you're in for a treat.
","this is a great place to go for a quick lunch or dinner. the staff is very friendly and the food is delicious. i've been to a lot of mexican restaurants in the area and this place has the best food i have ever had. it's a little pricey for what you get but it is worth the wait.
",0.2823183447085384
